id;no;url;votes;created_at;updated_at;airdate;notes
173;381;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-381-a-151590/;35;2008-12-04 19:09:01;2008-12-09 18:42:05;2008-12-04 00:00:00;
174;382;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-382-a-151963/;39;2008-12-11 16:44:27;2010-02-21 19:34:11;2008-12-11 00:00:00;
175;383;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-383-top-20-of-2008-a-152376/;78;2008-12-18 09:00:03;2010-02-21 19:34:11;2008-12-18 00:00:00;Top 20 of 2008
176;384;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-384-yearmix-2008-a-152715/;38;2008-12-25 09:00:03;2010-02-21 19:34:11;2008-12-25 00:00:00;Year Mix 2008
177;385;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-385-a-152917/;11;2009-01-01 09:00:03;2010-02-21 19:34:12;2009-01-01 00:00:00;
178;386;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-386-a-153292/;38;2009-01-08 09:00:03;2010-02-21 19:34:12;2009-01-08 00:00:00; Live recording Armin Only on New Years Eve at Together As One 2008/2009, Los Angeles, California
179;387;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-387-a-153663/;31;2009-01-15 09:00:05;2009-01-15 21:39:47;2009-01-15 00:00:00;
180;388;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-388-a-154102/;34;2009-01-22 09:00:05;2010-02-21 19:34:12;2009-01-22 00:00:00;
181;389;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-389-a-154550/;34;2009-01-29 09:00:03;2010-02-21 19:34:12;2009-01-29 00:00:00;
182;390;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-390-a-155061/;54;2009-02-05 09:00:03;2010-02-21 19:34:12;2009-02-05 00:00:00;
183;391;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-391-a-155486/;17;2009-02-12 09:00:03;2010-02-21 19:34:13;2009-02-12 00:00:00;
184;392;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-392-a-155944/;36;2009-02-19 09:00:02;2010-02-21 19:34:13;2009-02-19 00:00:00;
185;393;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-393-a-156432/;40;2009-02-26 09:00:04;2010-02-21 19:34:13;2009-02-26 00:00:00;
186;394;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-394-a-156868/;67;2009-03-05 09:00:03;2010-02-21 19:34:13;2009-03-05 00:00:00;
187;395;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-395-a-157679/;49;2009-03-12 09:00:02;2010-02-21 19:34:14;2009-03-12 00:00:00;
188;396;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-396-a-158021/;28;2009-03-19 10:00:01;2010-02-21 19:34:14;2009-03-19 00:00:00;
189;397;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-397-a-158448/;46;2009-03-26 10:00:02;2010-02-21 19:34:15;2009-03-26 00:00:00;
190;398;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-398-a-159056/;64;2009-04-02 10:00:02;2010-02-21 19:34:15;2009-04-02 00:00:00;
191;399;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-399-a-159394/;27;2009-04-09 10:00:02;2010-02-21 19:34:15;2009-04-09 00:00:00;
214;400;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-400-live-159903/;299;2009-07-06 18:32:10;2009-08-16 21:42:03;2009-04-16 00:00:00;
213;401;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-401-a-160497/;56;2009-07-06 18:30:42;2009-07-06 18:30:42;2009-04-23 00:00:00;
212;403;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-403-a-161791/;31;2009-07-06 18:29:03;2009-07-06 18:29:03;2009-05-07 00:00:00;
211;404;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-404-a-162634/;23;2009-07-06 18:28:14;2009-07-06 18:28:14;2009-05-14 00:00:00;
210;405;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-405-a-163123/;25;2009-07-06 18:27:47;2009-07-06 18:27:47;2009-05-21 00:00:00;
209;406;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-406-a-163671/;34;2009-07-06 18:27:04;2009-07-06 18:27:04;2009-05-28 00:00:00;
208;407;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-407-a-164083/;25;2009-07-06 18:26:35;2009-07-06 18:26:35;2009-06-04 00:00:00;
207;408;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-408-a-164532/;33;2009-07-06 18:25:50;2009-07-06 18:25:50;2009-06-11 00:00:00;
206;409;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-409-a-165155/;10;2009-07-06 18:25:24;2009-07-06 18:25:24;2009-06-18 00:00:00;
205;410;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-410-a-165556/;14;2009-07-06 18:24:14;2009-07-06 18:24:14;2009-06-25 00:00:00;
204;411;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-411-recorded-live-168510/;30;2009-07-06 18:21:53;2009-11-29 14:25:37;2009-07-02 00:00:00;Live at the Winter Sound System, Melbourne, Australia
215;412;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-412-a-169255/;47;2009-11-17 19:36:02;2009-11-17 19:36:02;2009-07-09 00:00:00;
216;413;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-413-recorded-live-169858/;33;2009-11-17 19:36:04;2009-11-29 14:23:24;2009-07-16 00:00:00;Live from Armada at Amnesia, Ibiza
217;414;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-414-a-170443/;33;2009-11-17 19:36:06;2009-11-17 19:36:06;2009-07-23 00:00:00;
218;415;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-415-a-171206/;42;2009-11-17 19:36:08;2009-11-17 19:36:08;2009-07-30 00:00:00;
219;416;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-416-a-171822/;32;2009-11-17 19:36:11;2009-11-29 14:27:44;2009-08-06 00:00:00;Hour 2: Live from Armada at Amnesia, Ibiza
220;417;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-417-a-172355/;24;2009-11-17 19:36:12;2009-11-17 19:36:12;2009-08-13 00:00:00;
221;418;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-418-a-172971/;32;2009-11-17 19:36:14;2009-11-17 19:36:14;2009-08-20 00:00:00;
222;419;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-419-a-173656/;31;2009-11-17 19:36:16;2009-11-17 19:36:16;2009-08-27 00:00:00;
223;420;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-420-a-174159/;27;2009-11-17 19:36:18;2009-11-17 19:36:18;2009-09-03 00:00:00;
224;421;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-421-a-174529/;38;2009-11-17 19:36:20;2009-11-29 14:27:41;2009-09-10 00:00:00;Hour 2: Live from Armada at Amnesia, Ibiza
225;422;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-422-a-175118/;27;2009-11-17 19:36:22;2009-11-17 19:36:22;2009-09-17 00:00:00;
226;423;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-423-a-175662/;75;2009-11-17 19:36:24;2010-01-22 21:50:18;2009-09-24 00:00:00;
227;424;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-424-takeover-175949/;34;2009-11-17 19:36:26;2009-11-29 14:25:22;2009-10-01 00:00:00;The Takeover: Andy Moor and John O’Callaghan
228;425;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-425-a-176553/;40;2009-11-17 19:36:28;2009-11-17 19:36:28;2009-10-08 00:00:00;
229;426;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-426-a-177264/;40;2009-11-17 19:36:30;2009-11-17 19:36:30;2009-10-15 00:00:00;
230;427;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-427-a-178902/;26;2009-11-17 19:36:32;2009-11-17 19:36:32;2009-10-22 00:00:00;
231;428;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-428-a-181770/;43;2009-11-17 19:36:34;2009-11-29 14:26:12;2009-10-29 00:00:00;Hour 2: Live from Godskitchen’s Boombox, Ljubljana
232;429;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-429-a-183116/;40;2009-11-17 19:36:36;2009-11-17 19:36:36;2009-11-05 00:00:00;
233;430;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-430-a-184123/;27;2009-11-17 19:36:38;2009-11-17 19:36:38;2009-11-12 00:00:00;
234;431;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-431-a-184654/;38;2009-11-19 10:00:02;2010-02-21 19:34:15;2009-11-19 00:00:00;
235;432;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-432-a-185109/;46;2009-11-26 10:00:01;2009-11-27 20:42:03;2009-11-26 00:00:00;
236;433;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-433-a-185594/;19;2009-12-03 10:00:02;2009-12-04 03:45:13;2009-12-03 00:00:00;
237;434;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-434-a-186094/;15;2009-12-10 10:00:02;2009-12-10 23:53:30;2009-12-10 00:00:00;
238;435;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-435-a-186667/;34;2009-12-17 10:00:02;2009-12-19 09:36:02;2009-12-17 00:00:00;
239;436;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-436-top-20-of-2009-a-187160/;47;2009-12-24 10:00:02;2010-01-04 21:26:35;2009-12-24 00:00:00;Top 20 of 2009
240;437;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-437-yearmix-2009-a-187548/;31;2009-12-31 10:00:02;2010-01-05 06:42:03;2009-12-31 00:00:00;Year Mix 2009
241;438;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-438-a-188033/;30;2010-01-07 10:00:02;2010-01-13 16:42:03;2010-01-07 00:00:00;
242;439;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-439-a-188524/;37;2010-01-14 10:00:02;2010-02-21 19:34:15;2010-01-14 00:00:00;
243;440;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-440-a-188964/;42;2010-01-21 10:00:02;2010-01-23 03:42:03;2010-01-21 00:00:00;
244;441;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-441-a-189391/;37;2010-01-28 10:00:02;2010-02-03 16:42:02;2010-01-28 00:00:00;
245;442;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-442-a-190022/;41;2010-02-04 10:00:02;2010-02-07 04:42:02;2010-02-04 00:00:00;
246;443;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-443-a-190345/;39;2010-02-11 10:00:01;2010-02-17 21:42:02;2010-02-11 00:00:00;
247;444;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-444-a-190740/;25;2010-02-18 10:00:01;2010-02-19 12:42:02;2010-02-18 00:00:00;
